courseID,courseYear,title,credit,unit_D,hr_D,sec_D,day_D,start_D,dat1,end_D,room_D,major_D,number_D,unit_P,hr_P,sec_P,day_P,start_P,dat2,end_P,room_P,major_P,number_P,teacher,codeTeacher,subjectBefore,testTime,central_M,decentral_M,central_F,decentral_F,note
3602453,03602453-60,Industrial Project Feasibility Study,3(3-0-6),3,3,800,Tu,13,-,16,,T17/4,15,,,,,,,,,,,ผศ.ดร.เชฏฐา ชำนาญหล่อ,,03602251-60,,,,,,
3602419,03602419-60,Innovative Product Design and Manufacturing,3(3-0-6),3,3,800,W,13,-,16,150210,"T17/4, T18/4",15,,,,,,,,,,,ผศ.ดร.นัฎฐวิกา จันทร์ศรี,,-,,,,,,
3602432,03602432-60,Design of Industrial Information System,3(3-0-6),3,3,800,Tu,9,-,12,,T17/4,15,,,,,,,,,,,ผศ.จักรินทร์ กลั่นเงิน,,03602361-60,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,830,Sa,16.3,-,19.3,,T17/4,0,ผศ.ดร.ศิริรัตน์ ชุติชูเดช,,-,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,831,Sa,16.3,-,19.3,,T17/4,0,ผศ.ดร.จิราภรณ์ ประดับวงษ์,,-,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,832,Sa,16.3,-,19.3,,T17/4,0,อ.ดร.จิรเกียรติ ทรายทอง,,-,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,833,Sa,16.3,-,19.3,,T17/4,0,ผศ.ดร.เชฏฐา ชำนาญหล่อ,,-,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,834,Sa,16.3,-,19.3,,T17/4,0,ผศ.ดร.เพ็ญสุดา พันฤทธิ์ดำ,,-,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,835,Sa,16.3,-,19.3,,T17/4,0,ผศ.ดร.สิรางค์ กลั่นคำสอน,,-,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,836,Sa,16.3,-,19.3,,T17/4,0,ผศ.จักรินทร์ กลั่นเงิน,,-,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,837,Sa,16.3,-,19.3,,T17/4,0,ผศ.ดร.ประภาพรรณ เกษราพงศ์,,-,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,838,Sa,16.3,-,19.3,,T17/4,0,ผศ.นันทวุฒิ ศรีอริยวัฒน์,,-,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,839,Sa,16.3,-,19.3,,T17/4,0,อ.ธนพันธ์ คงทอง,,-,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,840,Sa,16.3,-,19.3,,T17/4,0,ผศ.ดร.ชัยวัฒน์ นุ่มทอง,,-,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,841,Sa,16.3,-,19.3,,T17/4,0,ผศ.ดร.นัฏฐวิกา จันทร์ศรี,,-,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,842,Sa,16.3,-,19.3,,T17/4,0,ผศ.ดร.ฐิติกร พัตนพิบูล,,-,,,,,,
3602495,03602495-60,Industrial and Systems Engineering Project Preparation,1(0-3-2),,,,,,,,,T17/4,,1,3,843,Sa,16.3,-,19.3,,T17/4,0,อ.ดร.จันจิิรา คงชื่นใจ,,-,,,,,,
